,Rank,Word,Part of speech,Frequency,Dispersion,Know
4607,4605,premise,n,5695.0,0.92,
4608,4606,specialty,n,5622.0,0.94,
4609,4607,deem,v,5639.0,0.93,
4610,4608,artifact,n,5773.0,0.91,
4611,4609,sneak,v,5690.0,0.92,
4612,4610,monkey,n,5698.0,0.92,
4613,4611,mentor,n,5757.0,0.91,
4614,4612,two-thirds,m,5558.0,0.95,
4615,4613,listener,n,5621.0,0.93,
4616,4614,lightning,n,5674.0,0.93,
4617,4615,legally,r,5484.0,0.96,
4618,4616,sleeve,n,5855.0,0.9,
4619,4617,disappointment,n,5464.0,0.96,
4620,4618,disturb,v,5532.0,0.95,
4621,4619,rib,n,5662.0,0.93,
4622,4620,excessive,j,5633.0,0.93,
4623,4621,high-tech,j,5681.0,0.92,
4624,4622,debris,n,5491.0,0.95,
4625,4623,pile,v,5609.0,0.93,
4626,4624,rod,n,5788.0,0.9,
4627,4625,logical,j,5644.0,0.93,
4628,4626,liberal,n,5677.0,0.92,
4629,4627,ash,n,5647.0,0.93,
4630,4628,socially,r,5814.0,0.9,
4631,4629,parish,n,5723.0,0.91,
4632,4630,slavery,n,5712.0,0.92,
4633,4631,blank,j,5585.0,0.94,
4634,4632,commodity,n,5659.0,0.92,
4635,4633,cure,n,5468.0,0.96,
4636,4634,mineral,n,5758.0,0.91,
4637,4635,hunger,n,5460.0,0.96,
4638,4636,dying,j,5504.0,0.95,
4639,4637,developmental,j,6255.0,0.84,
4640,4638,faster,j,5538.0,0.94,
4641,4639,spare,v,5492.0,0.95,
4642,4640,halfway,r,5695.0,0.92,
4643,4641,cure,v,5444.0,0.96,
4644,4642,equality,n,5841.0,0.89,
4645,4643,cemetery,n,5584.0,0.93,
4646,4644,harassment,n,5882.0,0.89,
4647,4645,deliberately,r,5388.0,0.97,
4648,4646,fame,n,5485.0,0.95,
4649,4647,regret,v,5479.0,0.95,
4650,4648,striking,j,5516.0,0.94,
4651,4649,likelihood,n,5790.0,0.9,
4652,4650,carrot,n,5718.0,0.91,
4653,4651,atop,i,5578.0,0.93,
4654,4652,toll,n,5587.0,0.93,
4655,4653,rim,n,5676.0,0.91,
4656,4654,embarrassed,j,5627.0,0.92,
4657,4655,fucking,j,6472.0,0.8,
4658,4656,cling,v,5678.0,0.91,
4659,4657,isolated,j,5482.0,0.95,
4660,4658,blink,v,6160.0,0.84,
4661,4659,suspicious,j,5412.0,0.96,
4662,4660,wheelchair,n,5670.0,0.91,
4663,4661,squad,n,5520.0,0.94,
4664,4662,eligible,j,5529.0,0.94,
4665,4663,processor,n,5882.0,0.88,
4666,4664,plunge,v,5490.0,0.94,
4667,4665,this,r,5517.0,0.94,
4668,4666,sponsor,n,5622.0,0.92,
4669,4667,grin,n,5944.0,0.87,
4670,4668,color,v,5465.0,0.95,
4671,4669,demographic,j,6103.0,0.85,
4672,4670,rain,v,5597.0,0.92,
4673,4671,chill,n,5675.0,0.91,
4674,4672,refuge,n,5505.0,0.94,
4675,4673,steer,v,5452.0,0.95,
4676,4674,legislator,n,5593.0,0.92,
4677,4675,rally,n,5619.0,0.92,
4678,4676,programming,n,5507.0,0.94,
4679,4677,cheer,v,5442.0,0.95,
4680,4678,outlet,n,5497.0,0.94,
4681,4679,intact,j,5350.0,0.96,
4682,4680,vendor,n,5543.0,0.93,
4683,4681,thrive,v,5472.0,0.94,
4684,4682,peanut,n,5604.0,0.92,
4685,4683,chew,v,5669.0,0.91,
4686,4684,elaborate,j,5349.0,0.96,
4687,4685,intellectual,n,5773.0,0.89,
4688,4686,conception,n,5953.0,0.86,
4689,4687,auction,n,5621.0,0.91,
4690,4688,steak,n,5596.0,0.92,
4691,4689,comply,v,5452.0,0.94,
4692,4690,triumph,n,5337.0,0.96,
4693,4691,shareholder,n,5742.0,0.89,
4694,4692,comparable,j,5600.0,0.91,
4695,4693,transport,v,5336.0,0.96,
4696,4694,conscience,n,5317.0,0.96,
4697,4695,calculation,n,5577.0,0.92,
4698,4696,considerably,r,5481.0,0.93,
4699,4697,interval,n,5708.0,0.89,
4700,4698,scratch,v,5629.0,0.91,
4701,4699,awake,j,5806.0,0.88,
4702,4700,jurisdiction,n,5691.0,0.9,
4703,4701,inevitably,r,5420.0,0.94,
4704,4702,feminist,j,5719.0,0.89,
4705,4703,constraint,n,5942.0,0.86,
4706,4704,emotionally,r,5321.0,0.96,
4707,4705,expedition,n,5467.0,0.93,
4708,4706,allegedly,r,5451.0,0.93,
4709,4707,compromise,v,5322.0,0.96,
4710,4708,strain,v,5435.0,0.94,
4711,4709,similarity,n,5709.0,0.89,
4712,4710,butt,n,5490.0,0.93,
4713,4711,lid,n,5558.0,0.92,
4714,4712,dumb,j,5486.0,0.93,
4715,4713,bulk,n,5324.0,0.95,
4716,4714,sprinkle,v,5777.0,0.88,
4717,4715,mortality,n,5785.0,0.88,
4718,4716,philosophical,j,5731.0,0.89,
4719,4717,conversion,n,5627.0,0.9,
4720,4718,patron,n,5331.0,0.95,
4721,4719,municipal,j,5536.0,0.92,
4722,4720,any,r,5352.0,0.95,
4723,4721,liver,n,5415.0,0.94,
4724,4722,harmony,n,5410.0,0.94,
4725,4723,solely,r,5456.0,0.93,
4726,4724,tolerance,n,5513.0,0.92,
4727,4725,instant,n,5755.0,0.88,
4728,4726,goat,n,5459.0,0.93,
4729,4727,arm,v,5232.0,0.97,
4730,4728,blessing,n,5222.0,0.97,
4731,4729,banana,n,5458.0,0.93,
4732,4730,running,n,5271.0,0.96,
4733,4731,palace,n,5347.0,0.94,
4734,4732,formerly,r,5350.0,0.94,
4735,4733,peasant,n,5609.0,0.9,
4736,4734,neat,j,5359.0,0.94,
4737,4735,grandparent,n,5334.0,0.95,
4738,4736,lawmaker,n,5755.0,0.88,
4739,4737,supermarket,n,5389.0,0.94,
4740,4738,cruise,n,5434.0,0.93,
4741,4739,mobile,j,5339.0,0.94,
4742,4740,plain,n,5337.0,0.94,
4743,4741,part,i,5503.0,0.91,
4744,4742,calendar,n,5258.0,0.96,
4745,4743,widow,n,5309.0,0.95,
4746,4744,deposit,n,5497.0,0.91,
4747,4745,beard,n,5528.0,0.91,
4748,4746,brake,n,5522.0,0.91,
4749,4747,downtown,r,5483.0,0.92,
4750,4748,screening,n,5407.0,0.93,
4751,4749,impulse,n,5305.0,0.95,
4752,4750,forbid,v,5167.0,0.97,
4753,4751,fur,n,5466.0,0.92,
4754,4752,brutal,j,5193.0,0.97,
4755,4753,predator,n,5400.0,0.93,
4756,4754,poke,v,5575.0,0.9,
4757,4755,opt,v,5371.0,0.93,
4758,4756,voluntary,j,5504.0,0.91,
4759,4757,trouble,v,5177.0,0.97,
4760,4758,valid,j,5509.0,0.91,
4761,4759,forum,n,5419.0,0.92,
4762,4760,dancing,n,5243.0,0.95,
4763,4761,happily,r,5331.0,0.94,
4764,4762,soar,v,5344.0,0.94,
4765,4763,removal,n,5488.0,0.91,
4766,4764,autonomy,n,5849.0,0.85,
4767,4765,enact,v,5441.0,0.92,
4768,4766,round,v,5247.0,0.95,
4769,4767,thread,n,5340.0,0.93,
4770,4768,light,i,5458.0,0.91,
4771,4769,landmark,n,5332.0,0.93,
4772,4770,unhappy,j,5162.0,0.96,
4773,4771,offender,n,5417.0,0.92,
4774,4772,coming,j,5181.0,0.96,
4775,4773,privately,r,5212.0,0.95,
4776,4774,fraction,n,5313.0,0.94,
4777,4775,distinctive,j,5373.0,0.93,
4778,4776,tourism,n,5429.0,0.92,
4779,4777,threshold,n,5490.0,0.91,
4780,4778,calm,j,5309.0,0.94,
4781,4779,routinely,r,5269.0,0.94,
4782,4780,suite,n,5321.0,0.93,
4783,4781,remark,v,5289.0,0.94,
4784,4782,regulator,n,5462.0,0.91,
4785,4783,straw,n,5297.0,0.94,
4786,4784,theological,j,5684.0,0.87,
4787,4785,apart,i,5216.0,0.95,
4788,4786,exhaust,v,5204.0,0.95,
4789,4787,globe,n,5166.0,0.96,
4790,4788,fragile,j,5125.0,0.97,
4791,4789,objection,n,5276.0,0.94,
4792,4790,chemistry,n,5192.0,0.95,
4793,4791,old-fashioned,j,5200.0,0.95,
4794,4792,crowded,j,5196.0,0.95,
4795,4793,circle,v,5401.0,0.91,
4796,4794,blast,n,5241.0,0.94,
4797,4795,prevail,v,5207.0,0.95,
4798,4796,overnight,r,5170.0,0.96,
4799,4797,denial,n,5207.0,0.95,
4800,4798,rental,n,5357.0,0.92,
4801,4799,fantastic,j,5269.0,0.94,
4802,4800,fragment,n,5308.0,0.93,
4803,4801,level,j,5367.0,0.92,
4804,4802,screw,v,5361.0,0.92,
4805,4803,warmth,n,5383.0,0.92,
4806,4804,undergraduate,n,5683.0,0.87,
4807,4805,liquid,j,5265.0,0.94,
4808,4806,headache,n,5256.0,0.94,
4809,4807,policeman,n,5278.0,0.93,
4810,4808,yield,n,5648.0,0.87,
4811,4809,projection,n,5288.0,0.93,
4812,4810,battle,v,5240.0,0.94,
4813,4811,suitable,j,5291.0,0.93,
4814,4812,mention,n,5137.0,0.96,
4815,4813,graduation,n,5218.0,0.94,
4816,4814,drill,v,5279.0,0.93,
4817,4815,cruel,j,5128.0,0.96,
4818,4816,mansion,n,5233.0,0.94,
4819,4817,regard,n,5263.0,0.93,
4820,4818,grape,n,5318.0,0.92,
4821,4819,authorize,v,5209.0,0.94,
4822,4820,cottage,n,5328.0,0.92,
4823,4821,driveway,n,5459.0,0.9,
4824,4822,charm,n,5157.0,0.95,
4825,4823,sexuality,n,5531.0,0.88,
4826,4824,loyal,j,5066.0,0.97,
4827,4825,clay,n,5287.0,0.93,
4828,4826,pound,v,5327.0,0.92,
4829,4827,balloon,n,5187.0,0.94,
4830,4828,invention,n,5211.0,0.94,
4831,4829,ego,n,5239.0,0.93,
4832,4830,fare,n,5362.0,0.91,
4833,4831,homework,n,5093.0,0.96,
4834,4832,disc,n,5403.0,0.9,
4835,4833,sofa,n,5499.0,0.89,
4836,4834,guarantee,n,5205.0,0.94,
4837,4835,availability,n,5519.0,0.88,
4838,4836,radar,n,5221.0,0.93,
4839,4837,frown,v,5903.0,0.83,
4840,4838,regain,v,5041.0,0.97,
4841,4839,leave,n,5087.0,0.96,
4842,4840,permit,n,5305.0,0.92,
4843,4841,sweater,n,5392.0,0.9,
4844,4842,rehabilitation,n,5547.0,0.88,
4845,4843,rubber,j,5190.0,0.94,
4846,4844,retreat,n,5132.0,0.95,
4847,4845,molecule,n,5445.0,0.89,
4848,4846,freely,r,5085.0,0.96,
4849,4847,favorable,j,5324.0,0.91,
4850,4848,steadily,r,5085.0,0.96,
4851,4849,veteran,j,5312.0,0.92,
4852,4850,integrated,j,5455.0,0.89,
4853,4851,ha,u,5372.0,0.9,
4854,4852,youngster,n,5184.0,0.94,
4855,4853,broadcast,v,5138.0,0.95,
4856,4854,premium,n,5279.0,0.92,
4857,4855,accountability,n,5409.0,0.9,
4858,4856,overwhelm,v,4976.0,0.97,
4859,4857,one-third,m,5210.0,0.93,
4860,4858,contemplate,v,5027.0,0.96,
4861,4859,update,v,5227.0,0.93,
4862,4860,spark,v,5071.0,0.96,
4863,4861,ironically,r,5154.0,0.94,
4864,4862,fatigue,n,5214.0,0.93,
4865,4863,beyond,r,5036.0,0.96,
4866,4864,speculate,v,5012.0,0.97,
4867,4865,marker,n,5156.0,0.94,
4868,4866,low,r,5024.0,0.96,
4869,4867,preach,v,5063.0,0.96,
4870,4868,bucket,n,5233.0,0.92,
4871,4869,bomb,v,5275.0,0.92,
4872,4870,blond,j,5479.0,0.88,
4873,4871,confession,n,5074.0,0.95,
4874,4872,provoke,v,5063.0,0.95,
4875,4873,marble,n,5210.0,0.93,
4876,4874,substantially,r,5344.0,0.9,
4877,4875,twist,n,5060.0,0.95,
4878,4876,defender,n,5136.0,0.94,
4879,4877,fish,v,5183.0,0.93,
4880,4878,explicit,j,5461.0,0.88,
4881,4879,transport,n,5313.0,0.91,
4882,4880,disturbing,j,4990.0,0.97,
4883,4881,surveillance,n,5132.0,0.94,
4884,4882,magnetic,j,5377.0,0.9,
4885,4883,technician,n,5048.0,0.95,
4886,4884,mutter,v,5753.0,0.84,
4887,4885,devastating,j,5055.0,0.95,
4888,4886,depart,v,5035.0,0.96,
4889,4887,arrow,n,5208.0,0.92,
4890,4888,trauma,n,5880.0,0.82,
4891,4889,neighboring,j,5082.0,0.95,
4892,4890,soak,v,5186.0,0.93,
4893,4891,ribbon,n,5159.0,0.93,
4894,4892,meantime,n,5022.0,0.96,
4895,4893,transmit,v,5117.0,0.94,
4896,4894,screen,v,5079.0,0.95,
4897,4895,harvest,n,5125.0,0.94,
4898,4896,consecutive,j,5471.0,0.88,
4899,4897,republican,j,5297.0,0.91,
4900,4898,coordinate,v,5152.0,0.93,
4901,4899,worldwide,j,5089.0,0.94,
4902,4900,within,r,5085.0,0.94,
4903,4901,spy,n,5076.0,0.95,
4904,4902,slot,n,5130.0,0.94,
4905,4903,riot,n,5203.0,0.92,
4906,4904,nutrient,n,5426.0,0.88,
4907,4905,citizenship,n,5602.0,0.86,
4908,4906,severely,r,5035.0,0.95,
4909,4907,sovereignty,n,5541.0,0.86,
4910,4908,ridge,n,5229.0,0.91,
4911,4909,brave,j,5061.0,0.94,
4912,4910,lighting,n,5081.0,0.94,
4913,4911,specify,v,5379.0,0.89,
4914,4912,contributor,n,5084.0,0.94,
4915,4913,frustrate,v,4933.0,0.97,
4916,4914,crowd,v,5083.0,0.94,
4917,4915,articulate,v,5350.0,0.89,
4918,4916,importantly,r,5130.0,0.93,
4919,4917,transit,n,5226.0,0.91,
4920,4918,dense,j,5061.0,0.94,
4921,4919,seminar,n,5106.0,0.93,
4922,4920,electronics,n,5116.0,0.93,
4923,4921,sunny,j,5117.0,0.93,
4924,4922,shorts,n,5148.0,0.93,
4925,4923,swell,v,5125.0,0.93,
4926,4924,accusation,n,4987.0,0.95,
4927,4925,soften,v,5112.0,0.93,
4928,4926,photograph,v,5006.0,0.95,
4929,4927,straighten,v,5352.0,0.89,
4930,4928,terribly,r,5096.0,0.93,
4931,4929,cue,n,5186.0,0.92,
4932,4930,sudden,r,5211.0,0.91,
4933,4931,bride,n,5613.0,0.85,
4934,4932,biography,n,5015.0,0.95,
4935,4933,hazard,n,5159.0,0.92,
4936,4934,compelling,j,4995.0,0.95,
4937,4935,seldom,r,5009.0,0.95,
4938,4936,tile,n,5200.0,0.91,
4939,4937,economically,r,5169.0,0.92,
4940,4938,honestly,r,5042.0,0.94,
4941,4939,troubled,j,4991.0,0.95,
4942,4940,bow,v,5293.0,0.9,
4943,4941,twentieth,m,5458.0,0.87,
4944,4942,balanced,j,5486.0,0.86,
4945,4943,foreigner,n,5076.0,0.93,
4946,4944,launch,n,5080.0,0.93,
4947,4945,convenience,n,4972.0,0.95,
4948,4946,delight,n,5038.0,0.94,
4949,4947,weave,v,5015.0,0.94,
4950,4948,timber,n,5150.0,0.92,
4951,4949,till,c,5269.0,0.9,
4952,4950,accurately,r,5156.0,0.92,
4953,4951,plea,n,5000.0,0.95,
4954,4952,bulb,n,5157.0,0.92,
4955,4953,copy,v,4970.0,0.95,
4956,4954,flying,j,5056.0,0.93,
4957,4955,sustainable,j,5339.0,0.89,
4958,4956,devil,n,5051.0,0.94,
4959,4957,bolt,n,5148.0,0.92,
4960,4958,cargo,n,4991.0,0.95,
4961,4959,spine,n,5110.0,0.92,
4962,4960,seller,n,5083.0,0.93,
4963,4961,skilled,j,5047.0,0.94,
4964,4962,managing,j,5126.0,0.92,
4965,4963,public,r,4877.0,0.97,
4966,4964,marine,j,5154.0,0.92,
4967,4965,dock,n,5178.0,0.91,
4968,4966,organized,j,5011.0,0.94,
4969,4967,fog,n,5186.0,0.91,
4970,4968,diplomat,n,5185.0,0.91,
4971,4969,boring,j,4922.0,0.96,
4972,4970,sometime,r,4938.0,0.95,
4973,4971,summary,n,5304.0,0.89,
4974,4972,missionary,n,5438.0,0.87,
4975,4973,epidemic,n,5010.0,0.94,
4976,4974,fatal,j,4875.0,0.97,
4977,4975,trim,v,5113.0,0.92,
4978,4976,warehouse,n,5020.0,0.94,
4979,4977,accelerate,v,4923.0,0.96,
4980,4978,butterfly,n,5031.0,0.94,
4981,4979,bronze,n,5118.0,0.92,
4982,4980,drown,v,5097.0,0.92,
4983,4981,inherent,j,5339.0,0.88,
4984,4982,praise,n,4896.0,0.96,
4985,4983,nationwide,r,5104.0,0.92,
4986,4984,spit,v,5286.0,0.89,
4987,4985,harvest,v,5065.0,0.93,
4988,4986,kneel,v,5467.0,0.86,
4989,4987,vacuum,n,5028.0,0.93,
4990,4988,selected,j,5315.0,0.88,
4991,4989,dictate,v,4935.0,0.95,
4992,4990,stereotype,n,5109.0,0.92,
4993,4991,sensor,n,5154.0,0.91,
4994,4992,laundry,n,5063.0,0.93,
4995,4993,manual,n,5040.0,0.93,
4996,4994,pistol,n,5261.0,0.89,
4997,4995,naval,j,4990.0,0.94,
4999,4996,plaintiff,n,5312.0,0.88,
5000,4997,kid,v,5094.0,0.92,
5001,4998,middle-class,j,5025.0,0.93,
5002,4999,apology,n,4972.0,0.94,
5003,5000,till,i,5079.0,0.92,
